RF_Power_W,Pressure_mTorr,Gas_Flow_sccm,Electrode_Gap_cm,Etch_Rate_nm_per_min,Uniformity_pct,Selectivity_ratio
317.41,78.95,120.32,1.523,710.88,4.938,8.755
223.2,80.96,27.02,3.687,225.36,5.469,8.401
509.55,69.85,140.03,3.917,937.77,7.216,5.762
499.71,33.43,78.14,3.3,737.27,8.429,4.589
447.35,91.65,181.63,1.827,876.76,5.571,8.077
236.07,70.37,179.86,3.018,851.01,3.059,9.273
395.12,60.44,78.55,2.249,687.48,7.302,6.584
280.49,19.99,182.17,2.71,876.61,6.296,7.729
145.79,50.23,199.31,3.581,864.84,3.347,8.794
558.66,51.43,168.57,3.981,1152.95,8.386,5.587
168.41,87.81,172.08,1.929,677.66,2.53,10.773
575.12,59.2,64.82,2.621,793.01,8.16,4.004
323.0,44.24,123.81,2.077,796.15,6.051,8.419
192.57,97.91,32.11,1.795,97.86,4.323,9.038
370.95,19.96,37.09,4.134,432.81,8.036,3.75
536.47,48.03,199.8,4.637,1184.57,7.796,5.835
466.11,13.78,78.8,2.481,666.25,8.79,4.745
503.28,76.59,154.67,4.005,927.48,6.191,6.576
429.39,92.63,165.2,4.588,778.3,5.706,8.115
446.14,35.2,174.44,4.384,1019.27,7.56,6.29
524.6,87.25,199.57,1.731,1071.51,6.209,8.046
224.83,36.3,63.47,4.825,443.1,6.716,6.703
344.71,91.97,27.26,2.507,247.97,5.126,7.47
210.6,77.86,94.01,2.357,471.23,4.275,9.772
593.83,82.44,43.41,1.25,660.39,8.263,5.042
572.03,11.62,24.04,2.945,554.06,9.708,3.199
119.71,96.65,84.88,1.436,271.94,2.822,10.392
452.79,75.4,161.07,1.994,944.66,5.681,8.059
562.62,37.43,121.91,2.268,982.45,8.358,4.739
190.29,84.65,76.3,4.235,327.51,4.009,7.638
383.97,35.34,137.78,4.502,813.72,7.337,6.094
557.74,88.55,61.76,2.21,603.24,7.491,6.29
116.97,20.13,22.59,4.435,171.75,5.28,7.308
448.71,73.33,157.58,4.429,921.39,6.739,6.222
248.67,58.66,132.27,4.059,699.77,4.493,8.453
562.2,18.69,157.21,1.587,1087.49,9.031,6.343
585.53,31.77,27.01,3.761,603.74,10.115,3.222
572.13,11.12,170.68,4.78,1020.76,9.473,3.384
337.11,52.19,131.51,3.73,786.88,6.22,6.861
531.02,37.11,121.41,2.326,967.16,8.444,5.388
522.27,63.85,132.43,3.002,946.68,6.639,6.443
259.55,36.75,175.6,3.583,909.32,5.842,7.412
514.46,36.99,125.65,3.042,932.12,7.873,6.116
118.5,76.89,124.57,1.48,567.63,3.182,9.603
398.13,14.33,198.32,2.248,1037.5,7.254,5.684
215.0,91.26,156.21,4.21,579.28,3.434,9.87
160.28,86.7,99.61,4.446,364.46,3.744,7.844
138.48,70.1,147.33,1.549,675.24,4.386,9.902
448.14,63.39,90.06,4.81,695.25,7.293,7.333
269.94,90.31,61.2,2.315,350.07,4.525,8.461
462.38,26.68,127.43,3.649,871.22,7.855,4.72
132.68,17.11,187.07,4.007,748.6,4.774,8.092
257.65,31.56,187.25,4.248,913.86,4.654,7.458
369.75,81.51,81.54,4.783,523.98,5.364,6.948
495.36,13.12,114.98,2.252,809.97,8.475,5.236
259.38,62.45,58.09,4.434,448.57,5.059,6.53
412.95,99.59,199.21,1.527,874.09,4.569,10.062
542.99,87.01,196.6,3.82,1054.1,6.383,7.209
407.93,56.93,136.91,3.968,873.22,6.033,6.987
216.48,15.73,164.79,3.711,712.23,4.759,6.961
112.2,84.82,148.72,2.009,574.31,2.514,11.175
535.05,63.91,126.77,4.492,896.97,8.107,5.428
110.63,20.34,29.6,1.675,239.67,5.052,7.657
537.35,18.45,101.86,1.215,889.69,9.844,4.442
364.47,91.87,141.46,3.87,650.68,5.149,7.595
569.53,70.23,141.96,2.902,989.02,7.59,6.444
499.39,84.64,87.16,4.396,629.39,7.629,5.875
598.97,89.11,189.5,2.534,1094.23,7.489,6.59
275.36,61.46,50.12,1.673,491.15,5.797,7.319
483.59,56.57,110.06,4.346,843.08,7.62,5.975
300.97,48.74,144.36,3.196,837.89,5.016,7.225
339.94,38.53,145.48,1.757,867.78,6.287,7.305
413.75,49.11,136.76,3.882,873.83,7.262,6.374
536.84,79.65,69.55,3.044,657.15,6.763,4.918
592.04,64.17,48.12,3.417,710.32,8.337,3.909
484.14,90.33,134.47,2.844,736.79,6.4,7.496
308.88,49.9,127.87,4.315,788.31,6.247,6.642
310.68,64.64,52.28,4.318,462.37,6.027,7.209
468.79,66.82,146.93,3.838,926.16,6.891,7.056
219.39,63.25,101.93,1.422,645.44,5.045,9.095
155.24,73.24,140.2,4.355,627.15,4.096,9.96
277.31,31.37,170.73,3.684,887.49,5.428,7.283
243.62,56.11,50.55,3.788,442.42,5.973,7.428
248.15,19.38,23.45,2.452,324.58,7.942,5.803
216.8,44.61,160.24,4.517,780.05,5.074,9.077
121.05,53.89,129.75,3.901,595.21,3.677,9.767
108.94,68.7,145.94,1.45,654.17,3.478,10.22
593.86,95.55,170.87,2.631,946.78,6.365,7.228
313.89,64.06,164.51,4.546,825.99,6.145,8.372
292.16,76.92,192.97,1.189,951.14,4.481,9.47
439.82,55.56,116.47,4.846,775.03,7.196,5.531
209.13,67.07,107.93,3.717,571.62,3.952,8.74
574.98,16.38,92.34,3.526,799.54,9.984,3.797
493.17,32.9,47.66,2.082,672.98,9.182,4.985
144.71,42.57,123.07,1.995,645.5,4.142,8.334
308.79,52.52,69.86,4.768,578.84,6.751,5.515
539.56,14.11,185.84,2.193,1138.74,7.833,5.425
572.37,22.6,124.97,4.102,907.55,9.311,4.571
333.7,34.91,126.71,2.572,807.16,6.375,6.76
406.71,97.44,83.89,1.557,493.78,6.565,8.759
183.52,39.82,29.36,1.043,365.04,5.821,7.355
595.58,53.38,25.71,3.177,640.39,8.657,3.614
215.84,27.65,96.2,4.903,526.97,5.77,6.56
571.37,64.97,35.22,2.477,650.91,8.087,4.946
424.82,35.26,129.23,2.429,908.68,7.661,6.608
403.87,28.63,178.58,2.376,1049.68,7.263,6.313
356.34,56.49,178.92,3.082,1010.8,5.24,8.393
215.33,10.5,138.63,2.763,629.23,6.036,8.133
188.26,10.69,58.02,4.52,301.29,6.643,6.019
210.24,29.72,175.34,3.022,855.31,4.428,8.681
193.22,13.3,179.5,3.031,769.17,4.617,7.211
489.79,19.72,55.4,1.553,652.29,9.207,5.299
275.06,40.5,152.74,4.931,817.43,5.162,7.586
128.92,82.23,71.57,2.0,338.74,3.612,9.983
584.55,61.48,164.48,1.293,1175.28,8.023,6.417
541.89,56.14,199.5,3.653,1194.05,7.299,4.771
563.88,36.41,25.4,3.381,608.75,9.482,3.5
597.45,93.86,181.53,2.661,1003.28,6.414,6.74
186.95,45.73,132.07,2.689,702.04,3.953,7.901
298.12,17.84,195.21,4.14,900.77,5.979,6.921
479.12,65.54,103.7,1.783,837.53,7.57,6.426
448.01,20.25,172.53,4.281,947.16,7.203,5.052
176.95,41.07,31.23,3.595,301.65,5.498,6.521
507.92,55.67,80.35,2.676,795.88,7.829,5.25
212.22,88.68,32.06,2.832,209.15,3.921,8.994
211.91,54.42,195.56,2.027,950.06,3.685,8.954
368.49,73.2,167.06,4.008,860.84,5.314,7.459
396.47,99.35,173.46,3.051,736.52,3.817,8.4
390.04,21.83,188.83,2.283,1031.47,6.784,6.907
145.74,34.73,35.32,3.384,313.06,4.858,7.442
538.73,45.51,89.41,4.983,810.17,9.346,2.932
232.8,47.96,32.79,2.741,385.87,6.6,7.593
164.76,46.99,57.94,4.683,358.11,4.987,7.984
544.37,91.68,61.29,2.38,575.58,7.542,5.769
577.83,74.26,104.44,1.219,886.79,7.928,5.798
531.06,64.71,68.34,1.817,752.43,8.575,5.606
504.76,37.84,38.18,2.675,661.06,8.154,4.299
427.62,84.14,50.15,1.879,516.56,6.891,7.153
375.43,95.96,46.51,1.001,375.56,5.861,7.067
143.49,83.91,195.15,4.66,683.18,2.547,9.364
304.23,10.14,156.67,4.376,741.37,6.309,6.894
286.34,67.28,194.2,3.969,945.13,4.62,8.015
229.88,14.6,99.15,1.671,561.85,6.066,7.711
461.71,33.18,70.11,1.481,758.49,8.749,5.736
347.94,15.36,163.69,1.27,927.22,6.936,6.028
140.52,64.34,78.73,3.896,438.87,4.0,8.742
210.09,71.79,73.89,4.715,409.28,4.953,7.739
441.63,20.3,61.85,2.722,627.73,7.995,4.65
138.07,44.55,43.34,1.477,403.33,5.304,8.345
525.6,51.06,66.16,3.05,755.5,8.695,5.311
347.57,43.21,83.96,2.395,671.6,6.27,6.991
340.29,20.89,141.32,2.499,812.35,7.032,7.157
396.2,47.71,31.26,3.485,511.98,8.012,5.733
512.34,77.61,57.89,3.875,576.19,7.24,4.958
273.9,16.39,165.62,1.442,850.63,5.632,7.287
439.01,17.22,46.45,1.142,604.13,9.273,6.598
382.87,41.93,81.68,4.977,603.15,7.326,5.881
233.51,94.76,175.64,1.931,715.16,3.911,11.336
539.31,70.17,47.89,1.215,705.45,8.537,6.603
498.71,71.08,34.89,1.76,583.93,7.681,6.085
429.23,42.57,107.22,1.156,868.83,7.222,6.719
525.29,63.43,74.44,2.567,762.32,8.215,5.656
533.65,10.91,121.41,4.21,837.18,9.05,3.141
454.18,67.25,164.68,2.365,1023.52,6.149,7.33
518.51,92.2,44.69,2.777,456.24,7.444,6.837
448.74,65.13,124.53,3.702,847.04,6.375,6.199
440.07,88.63,110.99,3.036,662.21,5.628,7.544
409.31,75.16,45.93,4.446,466.92,6.951,6.532
476.36,20.85,132.32,4.464,843.01,8.674,4.344
179.3,91.22,69.26,1.04,352.76,4.384,9.457
540.44,15.98,107.81,4.112,823.71,9.204,3.491
535.92,58.06,34.81,2.843,629.85,8.358,4.538
114.62,22.79,102.73,4.955,418.68,5.069,6.664
512.91,11.05,75.16,2.933,666.22,8.482,3.65
164.43,47.98,168.03,4.948,759.9,4.407,9.03
267.56,36.55,30.26,4.018,380.05,7.441,5.595
471.75,53.74,95.35,1.994,846.78,7.201,6.257
180.38,61.95,102.52,3.154,569.29,3.672,8.243
508.98,13.94,150.5,4.969,912.88,8.606,4.95
516.07,21.07,123.37,4.43,863.07,9.157,5.064
353.73,60.28,140.1,1.389,864.43,6.152,8.395
103.19,40.89,159.87,3.825,697.16,3.473,9.005
243.52,75.63,175.2,2.382,842.11,3.294,9.242
408.46,68.71,76.5,1.028,687.89,7.084,6.654
590.59,86.1,116.84,2.614,851.1,6.683,7.214
415.91,72.32,171.22,1.939,982.34,5.759,7.593
229.9,48.69,198.1,4.275,915.21,4.716,8.652
417.0,70.57,180.11,2.349,1015.44,5.012,8.407
369.99,34.78,86.86,4.31,656.01,6.699,5.382
489.92,37.57,55.13,1.002,719.52,9.652,5.977
153.49,81.01,108.09,2.231,482.77,3.087,9.996
480.51,50.18,153.5,1.965,1030.05,7.633,7.471
370.63,81.85,108.66,1.934,691.55,5.529,7.762
581.5,84.02,106.97,1.273,845.42,7.851,5.914
270.94,87.18,170.88,1.748,796.33,4.061,9.379
416.31,92.5,85.05,3.222,540.89,5.273,7.433
566.01,48.79,174.76,2.165,1186.14,7.836,6.063
151.25,38.7,93.22,2.67,519.41,4.399,7.886
568.61,62.4,79.08,2.507,788.89,7.692,4.407
443.94,43.41,101.72,4.504,748.47,7.857,5.652
133.92,64.1,157.24,4.621,645.21,3.387,10.024
250.48,73.5,42.68,2.972,385.56,4.821,7.969
454.09,71.96,55.36,2.321,608.04,6.616,6.688
133.68,43.71,191.26,1.427,903.05,4.379,10.013
391.09,25.02,51.59,4.814,473.4,8.721,4.892
272.94,48.75,122.19,1.241,759.41,6.134,8.594
410.46,22.83,124.28,2.191,848.18,7.378,6.185
122.87,90.11,108.13,2.192,399.27,2.076,9.988
535.77,41.13,136.05,2.282,1021.0,8.832,5.226
586.74,23.9,61.37,1.657,790.5,10.049,4.015
584.44,12.29,119.48,4.133,889.88,9.434,3.805
474.83,68.12,86.99,1.49,769.38,7.605,6.51
165.04,67.32,139.1,3.54,644.85,3.922,9.186
