episode,step,temperature_C,pressure_Torr,precursor_flow_sccm,carrier_flow_sccm,rf_power_W,deposition_time_s,current_thickness_nm,film_uniformity_pct,defect_rate_pct,action,reward,next_thickness_nm,done
267,23,734.319,1.3727,43.276,123.02,60.519,5.269,46.321,95.955,1.355,increase_carrier_flow,5.836,47.97,False
267,24,733.943,1.3536,43.022,122.49,61.47,5.0,47.97,96.202,1.395,increase_rf_power,6.584,49.624,False
267,25,733.438,1.3205,41.79,121.516,58.821,4.53,49.624,96.166,1.298,decrease_rf_power,7.867,51.067,False
267,26,736.243,1.3198,41.461,121.071,60.695,4.121,51.067,96.089,1.372,increase_temperature,7.613,52.209,False
267,27,737.425,1.3191,43.22,122.308,54.943,3.709,52.209,95.877,1.416,decrease_rf_power,7.307,53.232,False
267,28,740.844,1.3007,42.322,122.687,52.367,3.633,53.232,96.245,1.574,increase_temperature,7.218,54.228,False
267,29,738.232,1.3146,42.332,126.24,54.165,3.635,54.228,96.105,1.492,increase_carrier_flow,8.072,55.295,False
267,30,739.257,1.3052,41.948,127.296,52.617,3.69,55.295,95.231,1.5,decrease_rf_power,6.74,56.324,False
267,31,739.334,1.296,42.73,125.422,49.48,3.707,56.324,96.528,1.452,decrease_rf_power,10.214,57.312,False
267,32,736.565,1.2922,44.521,124.113,47.955,3.876,57.312,95.012,1.358,decrease_temperature,8.588,58.571,False
267,33,733.482,1.292,44.774,125.489,49.038,3.91,58.571,96.174,1.257,decrease_temperature,12.482,59.892,False
267,34,734.002,1.2506,45.922,128.203,47.594,4.006,59.892,96.845,1.335,increase_carrier_flow,14.058,61.306,False
267,35,732.607,1.2625,47.248,128.33,50.988,4.311,61.306,95.865,1.262,increase_rf_power,13.739,62.925,False
267,36,736.055,1.2408,47.769,129.005,51.864,3.987,62.925,95.524,1.398,increase_temperature,13.031,64.303,False
267,37,736.569,1.278,49.209,128.414,55.464,3.803,64.303,95.175,1.417,increase_rf_power,13.319,65.698,False
267,38,735.164,1.2696,49.039,127.525,58.877,3.292,65.698,96.541,1.161,increase_rf_power,19.221,66.923,False
267,39,734.267,1.2447,48.72,128.889,57.931,3.378,66.923,97.504,1.243,increase_carrier_flow,21.628,68.176,False
268,0,707.467,1.3014,48.462,92.634,76.066,5.124,1.704,96.915,0.585,observe,8.883,4.611,False
268,1,707.938,1.333,48.55,92.065,78.959,4.992,4.611,97.119,0.691,increase_rf_power,8.544,7.404,False
268,2,709.551,1.3497,48.227,91.293,79.772,5.064,7.404,97.052,0.657,increase_temperature,8.772,10.348,False
268,3,708.428,1.3243,46.724,89.691,79.06,5.355,10.348,96.063,0.598,decrease_carrier_flow,7.347,13.227,False
268,4,708.215,1.3158,45.873,86.003,76.41,5.053,13.227,97.576,0.521,decrease_carrier_flow,11.165,15.957,False
268,5,709.726,1.3463,45.106,83.565,80.515,4.997,15.957,96.633,0.802,increase_rf_power,7.19,18.578,False
268,6,710.653,1.3373,44.624,82.697,80.012,4.977,18.578,96.253,0.848,increase_temperature,6.221,21.079,False
268,7,713.887,1.3445,46.479,84.893,79.288,5.122,21.079,97.586,0.683,increase_temperature,10.376,23.635,False
268,8,711.076,1.3444,45.638,83.673,78.867,4.993,23.635,96.4,0.737,decrease_temperature,7.804,26.116,False
268,9,709.793,1.3307,46.525,85.462,83.372,5.008,26.116,96.54,0.678,increase_rf_power,8.823,28.858,False
268,10,710.019,1.3745,45.914,84.246,83.51,4.431,28.858,94.941,0.594,decrease_carrier_flow,6.64,31.093,False
268,11,710.014,1.3333,46.172,80.975,83.332,4.653,31.093,97.718,0.579,decrease_carrier_flow,12.607,33.615,False
268,12,709.202,1.316,47.028,81.287,83.305,4.634,33.615,96.113,0.683,increase_precursor_flow,8.949,36.161,False
268,13,709.862,1.3422,46.669,81.364,86.046,4.288,36.161,96.549,0.684,increase_rf_power,10.265,38.516,False
268,14,711.489,1.3378,46.703,79.336,81.568,4.32,38.516,96.444,0.519,decrease_rf_power,11.827,40.845,False
268,15,710.543,1.3253,46.349,77.803,79.756,3.871,40.845,97.681,0.606,decrease_rf_power,14.144,42.999,False
268,16,710.642,1.3104,46.192,78.401,80.233,4.166,42.999,96.553,0.481,increase_carrier_flow,13.379,45.135,False
268,17,710.962,1.2583,44.927,80.308,83.442,3.864,45.135,97.18,0.697,increase_rf_power,13.55,47.269,False
268,18,708.64,1.3038,45.657,79.118,77.64,3.515,47.269,96.355,0.787,decrease_rf_power,11.802,49.11,False
268,19,706.503,1.3114,46.704,77.143,79.168,3.51,49.11,95.024,0.643,decrease_temperature,10.936,50.964,False
268,20,705.154,1.3019,48.105,77.096,79.776,4.096,50.964,96.094,0.659,increase_precursor_flow,13.758,53.276,False
268,21,705.295,1.2891,47.208,76.666,82.148,3.928,53.276,96.097,0.662,increase_rf_power,14.735,55.476,False
268,22,702.54,1.2646,46.548,74.625,83.464,4.133,55.476,97.203,0.37,decrease_temperature,20.439,57.84,False
268,23,703.054,1.299,46.208,76.241,83.067,4.095,57.84,96.347,0.618,increase_carrier_flow,17.961,59.986,False
268,24,701.78,1.3464,46.044,78.265,83.093,3.401,59.986,96.165,0.453,increase_carrier_flow,20.134,61.747,False
268,25,699.269,1.3217,46.654,82.205,83.603,3.296,61.747,98.204,0.556,increase_carrier_flow,24.551,63.398,False
268,26,698.355,1.3295,46.182,80.441,82.611,3.554,63.398,96.572,0.556,decrease_carrier_flow,22.743,65.336,False
268,27,697.711,1.3606,45.133,79.901,84.596,3.77,65.336,96.07,0.562,increase_rf_power,23.28,67.238,False
268,28,700.577,1.3831,43.951,78.891,81.881,4.195,67.238,96.334,0.555,increase_temperature,25.765,69.298,False
268,29,701.523,1.3733,44.233,79.042,85.983,4.205,69.298,96.223,0.461,increase_rf_power,28.59,71.444,False
268,30,702.445,1.3505,44.566,78.682,87.518,3.618,71.444,95.569,0.648,increase_rf_power,28.242,73.409,False
268,31,702.598,1.3633,44.522,78.804,85.136,3.805,73.409,96.945,0.65,decrease_rf_power,33.582,75.377,False
268,32,699.797,1.3654,43.033,80.556,86.966,3.735,75.377,97.049,0.372,decrease_temperature,38.862,77.28,False
268,33,701.111,1.344,43.192,81.967,87.088,3.715,77.28,96.872,0.478,increase_carrier_flow,40.932,79.244,False
268,34,697.946,1.3446,43.891,84.209,83.179,3.85,79.244,96.407,0.671,decrease_rf_power,42.142,81.243,False
268,35,696.269,1.3904,44.03,85.365,82.163,3.389,81.243,97.082,0.545,decrease_temperature,47.947,82.891,False
268,36,695.708,1.3925,42.511,84.939,82.688,3.231,82.891,96.73,0.443,decrease_precursor_flow,51.645,84.475,False
268,37,694.686,1.3751,41.655,87.244,84.249,3.116,84.475,96.408,0.578,increase_carrier_flow,53.438,85.909,False
268,38,693.29,1.3878,39.591,88.022,80.436,3.27,85.909,95.716,0.65,decrease_rf_power,55.341,87.379,False
268,39,695.24,1.3799,38.809,86.936,86.477,3.121,87.379,97.038,0.757,increase_rf_power,61.122,88.766,False
269,0,747.72,1.1692,50.629,107.579,76.59,6.161,0.386,96.399,1.366,observe,1.382,2.149,False
269,1,747.252,1.1475,50.975,104.468,73.27,5.85,2.149,96.822,1.273,decrease_rf_power,3.053,3.686,False
269,2,747.723,1.1662,52.243,105.665,69.265,5.579,3.686,95.82,1.509,decrease_rf_power,-0.756,5.192,False
269,3,748.319,1.191,50.907,105.356,70.758,5.277,5.192,97.225,1.447,increase_rf_power,2.638,6.64,False
269,4,749.376,1.1901,51.017,103.681,75.455,4.891,6.64,95.285,1.328,increase_rf_power,-0.188,8.029,False
269,5,750.13,1.1718,49.513,102.443,74.828,4.941,8.029,96.669,1.395,decrease_precursor_flow,2.088,9.289,False
269,6,751.47,1.1602,49.852,100.678,70.802,4.801,9.289,96.422,1.491,decrease_rf_power,0.893,10.584,False
269,7,753.842,1.1524,51.338,101.42,73.531,4.86,10.584,97.432,1.422,increase_rf_power,3.498,11.723,False
269,8,754.507,1.1549,51.477,102.473,74.379,4.842,11.723,96.747,1.418,increase_carrier_flow,2.217,12.892,False
269,9,754.563,1.1554,50.943,101.827,74.134,4.998,12.892,96.873,1.448,decrease_carrier_flow,2.25,13.973,False
269,10,752.415,1.1687,51.266,102.706,76.936,5.552,13.973,96.402,1.394,increase_rf_power,1.724,15.348,False
269,11,751.742,1.1555,51.302,100.443,79.077,5.664,15.348,95.996,1.494,decrease_carrier_flow,0.176,16.863,False
269,12,753.679,1.1322,50.229,100.977,80.585,5.907,16.863,98.313,1.307,increase_temperature,6.35,18.202,False
269,13,756.057,1.0893,49.467,102.336,85.009,6.25,18.202,95.871,1.522,increase_rf_power,-0.231,19.492,False
269,14,755.748,1.1261,50.636,103.165,83.042,6.032,19.492,96.804,1.572,decrease_rf_power,1.353,20.833,False
269,15,757.048,1.1403,52.229,102.275,84.462,5.79,20.833,97.781,1.465,increase_precursor_flow,4.292,22.121,False
269,16,753.778,1.1669,53.795,101.242,82.929,6.1,22.121,95.856,1.343,decrease_temperature,1.492,23.603,False
269,17,752.995,1.187,54.01,102.759,84.505,6.523,23.603,95.955,1.357,increase_rf_power,1.66,25.365,False
269,18,755.668,1.1986,53.543,102.284,86.822,6.429,25.365,96.63,1.523,increase_temperature,1.835,26.942,False
269,19,758.101,1.1855,54.359,100.283,87.052,6.433,26.942,95.412,1.553,increase_temperature,-0.707,28.263,False
269,20,758.047,1.1896,54.071,102.184,83.311,6.687,28.263,96.029,1.403,decrease_rf_power,1.856,29.806,False
269,21,758.824,1.2059,52.79,101.649,87.109,7.261,29.806,96.81,1.473,increase_rf_power,2.947,31.293,False
269,22,753.259,1.1871,52.741,105.167,88.172,7.699,31.293,97.182,1.263,decrease_temperature,5.552,33.231,False
269,23,750.298,1.1587,52.293,105.011,86.55,6.988,33.231,96.204,1.299,decrease_temperature,3.702,35.206,False
269,24,748.646,1.1815,50.442,106.215,85.143,6.853,35.206,96.799,1.357,decrease_precursor_flow,4.76,37.128,False
269,25,749.682,1.2115,50.806,105.81,84.508,6.333,37.128,96.711,1.128,increase_temperature,6.817,38.969,False
269,26,747.347,1.1687,49.943,106.432,78.994,6.686,38.969,96.552,1.263,decrease_rf_power,5.733,40.829,False
269,27,744.864,1.1831,48.392,108.528,75.985,6.632,40.829,97.423,1.172,decrease_rf_power,8.632,42.74,False
269,28,747.386,1.2332,46.861,105.479,74.95,6.633,42.74,96.281,1.395,decrease_carrier_flow,4.981,44.475,False
269,29,747.826,1.1899,45.999,107.275,75.028,6.583,44.475,97.038,1.352,increase_carrier_flow,7.277,46.085,False
269,30,747.574,1.2117,44.839,108.875,75.518,6.899,46.085,97.426,1.133,increase_carrier_flow,10.255,47.805,False
269,31,744.607,1.1859,43.975,110.366,70.388,7.135,47.805,95.627,1.498,decrease_rf_power,4.314,49.705,False
269,32,741.69,1.2058,45.186,107.4,67.515,7.509,49.705,96.86,1.318,decrease_carrier_flow,8.977,51.935,False
269,33,743.047,1.1731,45.832,107.005,66.748,7.072,51.935,96.254,1.44,increase_temperature,7.632,53.854,False
269,34,743.257,1.1463,45.561,106.446,64.449,7.168,53.854,95.764,1.287,decrease_rf_power,8.732,55.795,False
269,35,741.555,1.1824,44.764,105.591,66.224,7.454,55.795,97.191,1.251,increase_rf_power,12.92,57.935,False
269,36,742.743,1.1784,45.112,106.371,65.847,7.586,57.935,95.179,1.281,increase_temperature,9.901,60.153,False
269,37,744.409,1.1284,43.9,108.568,64.723,7.623,60.153,96.525,1.38,increase_carrier_flow,13.092,62.165,False
269,38,743.558,1.1803,42.504,107.423,61.639,7.542,62.165,97.023,1.558,decrease_rf_power,14.026,64.053,False
269,39,743.337,1.153,44.253,106.171,62.001,7.629,64.053,95.855,1.559,increase_precursor_flow,13.253,66.044,False
270,0,666.86,1.2929,51.466,81.814,112.829,5.612,5.972,96.227,0.99,observe,4.309,8.333,False
270,1,667.371,1.2915,50.893,82.75,112.859,5.861,8.333,95.564,1.014,increase_carrier_flow,2.842,10.862,False
270,2,669.243,1.3005,49.273,83.134,111.61,5.871,10.862,96.522,0.984,increase_temperature,5.108,13.44,False
270,3,670.156,1.3087,48.891,84.596,115.237,5.861,13.44,96.343,1.018,increase_rf_power,4.603,15.929,False
270,4,670.341,1.3026,48.146,85.176,116.758,5.838,15.929,96.935,1.044,increase_rf_power,5.717,18.445,False
270,5,668.576,1.2846,47.738,85.211,115.583,5.752,18.445,95.589,0.929,decrease_temperature,4.116,20.878,False
270,6,667.195,1.3157,47.808,85.538,113.471,5.602,20.878,96.645,0.954,decrease_rf_power,6.194,22.902,False
270,7,663.931,1.3228,46.858,85.655,114.135,6.428,22.902,96.638,1.081,decrease_temperature,5.226,25.18,False
270,8,662.362,1.3274,47.607,86.441,115.811,6.183,25.18,95.363,0.981,increase_rf_power,3.716,27.345,False
270,9,665.718,1.3297,48.217,87.361,115.686,6.577,27.345,95.048,1.065,increase_temperature,2.616,29.849,False
270,10,667.551,1.2939,47.914,88.995,117.855,6.532,29.849,96.581,1.048,increase_rf_power,6.138,32.401,False
270,11,668.99,1.2898,49.446,89.31,116.917,6.358,32.401,97.404,0.959,increase_precursor_flow,8.891,35.046,False
270,12,663.23,1.2794,50.652,88.582,113.484,6.208,35.046,96.528,0.974,decrease_temperature,7.438,37.519,False
270,13,664.338,1.3075,52.083,88.842,112.967,6.329,37.519,97.372,1.045,increase_precursor_flow,9.045,40.21,False
270,14,662.381,1.3129,52.044,89.485,110.171,6.125,40.21,96.832,0.971,decrease_rf_power,9.115,42.666,False
270,15,664.95,1.305,52.401,88.72,110.794,6.51,42.666,97.783,0.988,increase_temperature,11.534,45.512,False
270,16,666.197,1.2626,52.705,91.463,107.716,6.254,45.512,96.714,1.036,decrease_rf_power,9.847,48.26,False
270,17,667.675,1.2113,51.643,91.208,106.247,6.359,48.26,95.465,0.879,increase_temperature,9.581,51.173,False
270,18,665.951,1.214,52.304,90.883,103.032,6.754,51.173,96.705,0.767,decrease_rf_power,14.06,54.073,False
270,19,667.014,1.2144,52.796,89.671,104.656,7.179,54.073,97.318,0.802,increase_rf_power,16.36,57.084,False
270,20,667.917,1.2412,51.761,88.455,104.997,7.174,57.084,96.593,0.839,decrease_carrier_flow,16.346,60.185,False
270,21,667.46,1.2851,51.918,86.842,105.676,7.097,60.185,96.569,0.905,decrease_carrier_flow,17.995,63.501,False
270,22,669.684,1.2639,50.726,87.25,106.1,6.698,63.501,97.197,0.898,increase_temperature,21.637,66.358,False
270,23,670.767,1.2891,50.826,87.018,107.894,6.729,66.358,97.066,0.928,increase_rf_power,23.883,69.318,False
270,24,668.946,1.3319,50.51,88.628,105.437,6.976,69.318,96.37,0.921,decrease_rf_power,26.032,72.506,False
270,25,668.471,1.3062,50.622,88.143,104.779,6.626,72.506,96.666,0.871,decrease_rf_power,31.01,75.504,False
270,26,666.38,1.3332,49.312,85.736,105.129,6.477,75.504,97.933,1.047,decrease_carrier_flow,36.255,78.17,False
270,27,668.294,1.3104,50.358,85.054,102.278,6.64,78.17,96.858,0.93,decrease_rf_power,40.106,81.014,False
270,28,669.852,1.3027,50.494,86.438,100.468,6.164,81.014,96.834,0.823,decrease_rf_power,46.715,83.754,False
270,29,674.377,1.2846,50.329,85.144,101.057,6.321,83.754,97.282,0.757,increase_temperature,56.015,86.957,False
270,30,669.528,1.3025,51.704,83.97,98.891,5.992,86.957,96.165,0.849,decrease_temperature,61.301,89.773,False
270,31,666.555,1.3129,51.27,84.29,96.752,5.778,89.773,96.28,0.855,decrease_temperature,69.631,92.185,False
270,32,663.995,1.3247,51.571,83.657,98.639,6.222,92.185,97.002,0.982,decrease_temperature,79.382,94.621,False
270,33,662.713,1.2921,54.02,84.172,98.715,6.32,94.621,96.652,1.011,increase_precursor_flow,91.121,97.463,False
270,34,662.832,1.3194,54.29,81.844,94.302,6.63,97.463,96.378,0.989,decrease_rf_power,152.674,100.214,True
270,35,666.326,1.3252,54.812,83.069,95.375,6.497,100.214,97.129,1.059,increase_temperature,88.927,103.113,False
270,36,668.441,1.3052,54.994,81.86,95.074,6.42,103.113,97.337,0.881,increase_temperature,77.623,106.175,False
270,37,672.365,1.3365,53.381,82.322,92.161,6.524,106.175,97.495,0.987,increase_temperature,66.064,109.21,False
270,38,671.4,1.3405,52.093,81.467,91.714,6.047,109.21,96.775,0.996,decrease_precursor_flow,55.447,112.2,False
270,39,670.993,1.3224,52.169,82.859,89.964,6.117,112.2,95.178,0.884,decrease_rf_power,45.801,115.009,False
271,0,653.93,0.9672,49.33,125.367,91.067,8.33,3.611,96.926,1.364,observe,2.227,5.908,False
271,1,650.916,0.9722,49.255,125.552,93.146,8.737,5.908,95.508,1.232,decrease_temperature,0.453,8.051,False
271,2,657.147,0.9473,49.394,126.583,95.536,8.543,8.051,97.577,1.172,increase_temperature,5.195,10.618,False
271,3,655.231,0.9322,48.686,126.15,98.862,8.617,10.618,96.853,1.279,increase_rf_power,2.973,12.927,False
271,4,652.008,0.8366,48.587,126.039,98.603,8.391,12.927,96.497,1.217,decrease_temperature,2.871,14.571,False
271,5,652.356,0.8524,49.699,127.186,98.399,8.511,14.571,96.026,1.361,increase_carrier_flow,0.849,16.351,False
271,6,654.335,0.8145,48.95,129.886,96.351,7.942,16.351,96.13,1.318,increase_carrier_flow,1.579,18.018,False
271,7,655.987,0.802,48.871,130.31,98.145,7.829,18.018,97.542,1.178,increase_rf_power,5.643,19.754,False
271,8,656.265,0.8172,48.3,128.983,99.13,8.004,19.754,96.147,1.142,decrease_carrier_flow,3.236,21.549,False
271,9,656.785,0.7878,49.347,131.33,95.379,8.17,21.549,97.076,1.064,decrease_rf_power,5.831,23.4,False
271,10,656.138,0.7736,49.103,129.478,99.692,8.301,23.4,96.186,1.293,increase_rf_power,2.342,25.078,False
271,11,655.937,0.8055,49.779,127.442,97.219,7.949,25.078,97.941,1.2,decrease_rf_power,6.81,26.893,False
271,12,655.722,0.819,49.703,126.936,97.701,8.177,26.893,95.939,1.259,decrease_carrier_flow,2.487,28.728,False
271,13,651.284,0.7859,49.713,128.268,98.207,8.005,28.728,95.985,1.322,decrease_temperature,2.27,30.271,False
271,14,650.38,0.7561,50.424,130.635,97.206,8.303,30.271,95.457,1.225,increase_carrier_flow,2.11,31.613,False
271,15,650.024,0.7676,49.183,129.201,99.176,8.04,31.613,95.953,1.386,increase_rf_power,2.04,33.058,False
271,16,651.581,0.7688,49.367,129.34,101.918,7.376,33.058,96.592,1.368,increase_rf_power,3.747,34.38,False
271,17,650.371,0.7158,46.817,129.399,98.551,7.296,34.38,96.052,1.492,decrease_rf_power,1.836,35.407,False
271,18,652.845,0.7145,46.507,128.011,99.864,7.178,35.407,96.459,1.297,increase_temperature,4.416,36.596,False
271,19,649.432,0.6994,48.339,125.647,99.145,7.099,36.596,96.674,1.29,decrease_temperature,5.087,37.613,False
271,20,651.076,0.6826,48.866,123.244,97.088,6.627,37.613,96.619,1.286,decrease_carrier_flow,5.255,38.585,False
271,21,651.492,0.6515,50.042,124.499,94.591,6.25,38.585,96.482,1.336,decrease_rf_power,4.794,39.441,False
271,22,649.256,0.6394,50.316,123.809,94.707,6.531,39.441,96.918,1.37,decrease_temperature,5.51,40.246,False
271,23,648.913,0.6045,51.055,126.702,92.04,6.244,40.246,96.577,1.369,increase_carrier_flow,5.034,41.002,False
271,24,652.263,0.593,51.083,127.208,93.941,6.376,41.002,97.161,1.478,increase_temperature,5.491,41.852,False
271,25,650.94,0.6011,52.767,126.613,92.969,6.653,41.852,96.108,1.424,increase_precursor_flow,3.971,42.703,False
271,26,647.297,0.5927,51.918,129.018,92.524,6.678,42.703,97.129,1.485,decrease_temperature,5.696,43.445,False
271,27,645.594,0.579,52.212,129.503,90.5,6.06,43.445,95.106,1.501,decrease_rf_power,1.753,43.999,False
271,28,644.958,0.5374,51.968,132.003,91.391,6.66,43.999,95.846,1.555,increase_carrier_flow,2.851,44.554,False
271,29,648.6,0.5767,52.726,132.644,89.246,6.258,44.554,96.935,1.624,increase_temperature,4.709,45.219,False
271,30,645.381,0.6105,54.553,134.517,88.113,6.504,45.219,94.758,1.76,decrease_temperature,-0.589,45.894,False
271,31,644.474,0.582,54.199,137.319,91.03,6.306,45.894,96.081,1.612,increase_rf_power,3.444,46.509,False
271,32,645.511,0.5586,53.982,135.679,93.454,6.282,46.509,95.356,1.576,increase_rf_power,2.459,47.109,False
271,33,646.892,0.5234,54.792,133.97,91.793,6.563,47.109,95.843,1.526,decrease_carrier_flow,3.959,47.687,False
271,34,644.055,0.5593,56.239,134.698,91.098,6.598,47.687,95.328,1.563,decrease_temperature,2.829,48.332,False
271,35,643.66,0.5053,56.964,135.031,93.246,6.466,48.332,95.745,1.52,increase_rf_power,4.185,48.815,False
271,36,644.867,0.5226,59.136,137.188,94.013,6.399,48.815,95.803,1.568,increase_precursor_flow,4.118,49.412,False
271,37,640.806,0.5809,60.239,138.206,94.249,6.98,49.412,94.586,1.652,decrease_temperature,1.156,50.093,False
271,38,642.385,0.6119,59.979,140.547,91.007,6.912,50.093,96.167,1.762,decrease_rf_power,3.715,50.84,False
271,39,645.009,0.5779,60.154,138.296,91.181,7.421,50.84,95.867,1.645,increase_temperature,4.3,51.709,False
272,0,692.984,1.0221,53.032,108.577,117.413,8.149,1.958,96.558,0.625,observe,7.453,6.731,False
272,1,691.593,0.987,51.096,109.52,113.939,8.298,6.731,97.431,0.586,decrease_rf_power,9.649,11.177,False
272,2,691.889,1.0109,50.387,111.751,115.848,8.197,11.177,97.314,0.55,increase_carrier_flow,9.922,15.664,False
272,3,688.406,0.9863,49.402,111.452,112.797,8.445,15.664,96.945,0.567,decrease_temperature,9.269,20.073,False
272,4,688.441,1.0097,47.518,109.196,110.211,8.05,20.073,97.28,0.623,decrease_rf_power,9.833,23.997,False
272,5,687.677,1.0147,47.435,108.052,109.121,8.114,23.997,97.482,0.374,decrease_carrier_flow,12.584,27.979,False
272,6,687.607,1.0226,46.466,109.646,111.98,8.176,27.979,96.648,0.735,increase_rf_power,8.518,32.325,False
272,7,690.43,0.994,46.543,107.429,114.068,8.676,32.325,97.095,0.597,increase_temperature,11.061,36.575,False
272,8,695.415,0.9713,45.631,108.265,113.846,9.43,36.575,97.572,0.639,increase_temperature,12.498,41.514,False
272,9,696.877,0.9974,46.155,106.752,111.789,9.721,41.514,98.171,0.566,decrease_rf_power,15.453,46.409,False
272,10,694.504,0.9687,44.849,107.929,114.699,9.604,46.409,97.296,0.668,increase_rf_power,14.38,50.997,False
272,11,693.805,0.9796,44.775,105.589,118.119,9.699,50.997,96.416,0.579,increase_rf_power,15.234,55.599,False
272,12,690.913,0.9515,43.838,104.757,121.424,9.878,55.599,95.631,0.66,increase_rf_power,15.239,59.836,False
272,13,693.804,0.9681,43.657,104.731,124.287,9.871,59.836,96.781,0.627,increase_temperature,21.104,64.66,False
272,14,689.763,0.9791,43.448,103.325,126.016,9.952,64.66,96.826,0.776,decrease_temperature,23.823,69.006,False
272,15,691.612,0.9814,43.065,105.194,123.345,9.53,69.006,95.475,0.614,decrease_rf_power,27.174,73.2,False
272,16,691.134,0.9829,42.801,105.949,122.176,8.961,73.2,96.696,0.794,decrease_rf_power,34.051,77.315,False
272,17,692.385,1.0099,41.915,104.167,121.95,8.916,77.315,97.102,0.729,decrease_carrier_flow,42.883,81.533,False
272,18,689.957,0.9923,40.3,102.941,122.409,9.051,81.533,97.139,0.834,decrease_temperature,50.777,85.439,False
272,19,688.755,0.9732,41.6,102.356,121.546,9.016,85.439,96.495,0.669,increase_precursor_flow,60.765,89.067,False
272,20,690.013,0.9622,41.018,99.479,122.349,9.734,89.067,96.498,0.914,decrease_carrier_flow,72.15,93.038,False
272,21,694.753,0.9319,42.229,95.316,114.477,9.198,93.038,95.319,0.739,decrease_rf_power,87.779,96.954,False
272,22,694.837,0.9474,41.882,94.427,114.267,9.782,96.954,96.827,0.546,decrease_carrier_flow,151.103,101.251,True
272,23,692.83,0.9305,42.498,94.916,109.327,9.916,101.251,97.236,0.67,decrease_rf_power,80.65,105.658,False
272,24,694.021,0.9397,41.163,96.367,113.632,10.296,105.658,96.669,0.601,increase_rf_power,64.154,110.066,False
272,25,690.273,0.9638,39.68,95.829,112.681,10.673,110.066,96.236,0.712,decrease_temperature,49.667,114.578,False
272,26,689.857,0.9794,38.67,96.271,112.174,11.408,114.578,97.522,0.698,decrease_precursor_flow,42.334,119.111,False
272,27,689.676,1.0133,39.22,96.107,111.295,11.826,119.111,96.493,0.657,decrease_rf_power,32.146,124.114,False
272,28,693.297,0.982,39.508,96.611,108.302,11.745,124.114,96.42,0.637,increase_temperature,25.851,129.089,False
272,29,693.924,0.9748,41.516,95.626,108.953,11.782,129.089,97.026,0.533,increase_precursor_flow,22.74,134.485,False
272,30,695.23,0.9753,42.499,96.805,110.464,12.063,130.0,96.978,0.666,increase_rf_power,20.775,135.445,False
272,31,695.706,0.9562,41.464,97.968,109.088,12.048,130.0,96.326,0.67,decrease_rf_power,19.335,135.579,False
272,32,693.706,0.9861,41.635,95.407,106.045,11.79,130.0,97.749,0.607,decrease_rf_power,22.862,135.402,False
272,33,691.985,1.0223,41.574,94.035,105.756,11.793,130.0,97.631,0.566,decrease_temperature,23.001,135.345,False
272,34,690.326,1.0376,41.97,95.216,107.667,11.595,130.0,95.376,0.641,increase_rf_power,17.835,135.45,False
272,35,690.807,1.0325,41.011,96.801,104.642,12.046,130.0,96.835,0.428,decrease_rf_power,22.53,135.269,False
272,36,689.293,1.0385,41.326,96.439,103.383,12.754,130.0,99.029,0.745,decrease_temperature,23.8,135.894,False
272,37,687.955,1.0264,42.943,94.352,106.887,12.72,130.0,96.153,0.64,increase_rf_power,19.22,135.47,False
272,38,686.923,1.0084,41.461,94.299,110.704,13.171,130.0,96.64,0.828,increase_rf_power,18.164,136.064,False
272,39,683.768,1.0238,43.054,95.413,106.649,12.902,130.0,96.166,0.705,decrease_rf_power,18.504,135.714,False
273,0,690.453,1.1787,61.109,128.853,127.095,7.498,3.706,96.323,0.822,observe,5.579,8.915,False
273,1,689.259,1.1513,61.81,128.821,122.808,7.62,8.915,95.265,0.591,decrease_rf_power,5.521,14.375,False
273,2,687.922,1.2149,64.184,131.09,120.919,7.371,14.375,95.573,0.859,increase_precursor_flow,4.313,19.553,False
273,3,691.392,1.2086,63.637,129.703,120.376,7.112,19.553,96.671,0.67,increase_temperature,8.435,24.613,False
273,4,690.341,1.2089,61.566,127.405,120.704,6.763,24.613,96.124,0.753,decrease_carrier_flow,7.196,29.484,False
273,5,687.14,1.1882,63.17,127.958,123.021,6.766,29.484,95.954,0.775,decrease_temperature,7.266,34.111,False
273,6,685.836,1.2209,62.942,125.869,121.317,6.887,34.111,97.295,0.953,decrease_carrier_flow,9.254,38.726,False
273,7,684.146,1.234,63.887,124.335,120.262,6.804,38.726,97.538,0.853,decrease_temperature,11.589,43.599,False
273,8,681.079,1.1896,63.106,123.885,123.212,6.277,43.599,97.494,0.967,decrease_temperature,11.809,47.779,False
273,9,678.559,1.1933,63.026,125.705,124.938,6.348,47.779,96.367,0.928,decrease_temperature,11.282,51.945,False
273,10,679.898,1.1751,63.333,126.673,121.668,6.264,51.945,97.315,0.982,decrease_rf_power,14.667,56.328,False
273,11,679.42,1.1668,62.603,126.476,124.743,6.057,56.328,96.998,0.945,increase_rf_power,16.4,60.062,False
273,12,677.321,1.166,62.203,126.456,125.802,6.143,60.062,96.359,0.872,decrease_temperature,18.3,63.931,False
273,13,677.322,1.1317,61.399,125.271,127.019,5.581,63.931,96.17,1.087,increase_rf_power,19.049,67.282,False
273,14,677.347,1.1431,61.427,127.706,125.719,6.254,67.282,96.786,1.133,increase_carrier_flow,23.556,71.019,False
273,15,676.813,1.1393,60.004,132.676,125.014,6.661,71.019,95.246,0.951,increase_carrier_flow,26.631,74.862,False
